iter	Passed	Remaining
290	3404	8294
291	3413	8276
292	3422	8259
293	3432	8243
294	3443	8229
295	3454	8216
296	3465	8202
297	3475	8186
298	3484	8168
299	3493	8151
300	3502	8133
301	3511	8114
302	3521	8100
303	3532	8086
304	3542	8073
305	3552	8057
306	3563	8043
307	3572	8026
308	3583	8013
309	3592	7995
310	3601	7978
311	3610	7962
312	3621	7947
313	3630	7932
314	3640	7915
315	3649	7899
316	3659	7884
317	3670	7871
318	3681	7858
319	3692	7846
320	3702	7831
321	3713	7818
322	3724	7806
323	3734	7791
324	3745	7779
325	3755	7764
326	3765	7749
327	3777	7738
328	3788	7725
329	3797	7710
330	3808	7698
331	3818	7682
332	3828	7669
333	3838	7654
334	3850	7642
335	3863	7634
336	3873	7619
337	3883	7606
338	3894	7593
339	3905	7581
340	3915	7567
341	3926	7554
342	3936	7539
343	3946	7525
344	3955	7510
345	3966	7497
346	3977	7484
347	3987	7471
348	3999	7459
349	4012	7452
350	4023	7438
351	4034	7427
352	4045	7414
353	4055	7401
354	4066	7388
355	4076	7374
356	4086	7359
357	4097	7348
358	4108	7336
359	4119	7323
360	4130	7311
361	4141	7298
362	4151	7284
363	4161	7271
364	4172	7258
365	4183	7247
366	4194	7233
367	4205	7222
368	4215	7207
369	4225	7194
370	4236	7182
371	4247	7170
372	4257	7157
373	4268	7144
374	4279	7133
375	4289	7118
376	4300	7107
377	4316	7103
378	4327	7091
379	4338	7078
380	4349	7066
381	4359	7053
382	4370	7040
383	4381	7028
384	4390	7014
385	4401	7001
386	4414	6992
387	4424	6979
388	4435	6966
389	4446	6955
390	4458	6943
391	4469	6932
392	4480	6919
393	4490	6907
394	4501	6894
395	4511	6881
396	4521	6868
397	4532	6855
398	4543	6843
399	4554	6831
400	4565	6819
401	4575	6806
402	4586	6793
403	4596	6781
404	4608	6770
405	4620	6759
406	4630	6747
407	4641	6734
408	4651	6721
409	4661	6708
410	4671	6695
411	4682	6682
412	4692	6668
413	4703	6657
414	4713	6643
415	4723	6630
416	4733	6617
417	4745	6607
418	4757	6596
419	4767	6583
420	4778	6571
421	4788	6558
422	4798	6545
423	4808	6532
424	4819	6520
425	4829	6507
426	4839	6494
427	4849	6481
428	4859	6467
429	4869	6455
430	4880	6443
431	4890	6430
432	4900	6417
433	4910	6404
434	4920	6391
435	4930	6378
436	4941	6366
437	4950	6352
438	4961	6340
439	4970	6326
440	4979	6311
441	4989	6299
442	4999	6285
443	5009	6272
444	5018	6258
445	5026	6243
446	5036	6230
447	5044	6216
448	5054	6202
449	5065	6190
450	5073	6176
451	5084	6164
452	5093	6150
453	5102	6136
454	5112	6123
455	5120	6108
456	5129	6094
457	5139	6081
458	5147	6067
459	5157	6054
460	5166	6040
461	5175	6027
462	5183	6012
463	5194	6000
464	5205	5989
465	5215	5976
466	5224	5963
467	5236	5952
468	5245	5938
469	5254	5924
470	5262	5910
471	5271	5897
472	5283	5886
473	5292	5873
474	5303	5861
475	5312	5848
476	5322	5835
477	5332	5822
478	5341	5809
479	5351	5797
480	5361	5784
481	5370	5771
482	5379	5758
483	5388	5745
484	5397	5731
485	5407	5718
486	5416	5705
487	5425	5692
488	5435	5679
489	5444	5666
490	5454	5654
491	5463	5641
492	5472	5627
493	5480	5613
494	5489	5600
495	5497	5586
496	5508	5574
497	5516	5561
498	5528	5551
499	5540	5540
500	5551	5528
501	5562	5518
502	5574	5507
503	5585	5496
504	5597	5486
505	5609	5476
506	5621	5465
507	5631	5454
508	5643	5443
509	5651	5430
510	5661	5417
511	5670	5405
512	5680	5392
513	5689	5379
514	5699	5367
515	5711	5357
516	5720	5344
517	5729	5331
518	5738	5318
519	5747	5305
520	5757	5293
521	5767	5280
522	5775	5267
523	5784	5254
524	5793	5241
525	5802	5228
526	5811	5216
527	5820	5203
528	5828	5189
529	5837	5176
530	5846	5163
531	5855	5151
532	5864	5137
533	5874	5126
534	5883	5113
535	5891	5100
536	5902	5089
537	5912	5076
538	5921	5064
539	5930	5051
540	5939	5038
541	5948	5026
542	5957	5013
543	5966	5000
544	5975	4988
545	5984	4976
546	5992	4963
547	6001	4950
548	6011	4938
549	6019	4925
550	6028	4912
551	6037	4899
552	6046	4887
553	6055	4874
554	6064	4862
555	6072	4849
556	6081	4836
557	6090	4824
558	6099	4811
559	6107	4799
560	6116	4786
561	6125	4773
562	6133	4760
563	6142	4748
564	6151	4736
565	6160	4723
566	6168	4710
567	6179	4700
568	6188	4687
569	6198	4675
570	6207	4663
571	6215	4650
572	6224	4638
573	6234	4626
574	6242	4614
575	6252	4602
576	6261	4590
577	6270	4578
578	6280	4566
579	6289	4554
580	6299	4542
581	6307	4530
582	6318	4519
583	6327	4507
584	6336	4495
585	6345	4483
586	6354	4471
587	6364	4459
588	6373	4447
589	6382	4435
590	6392	4423
591	6400	4411
592	6410	4399
593	6419	4387
594	6427	4375
595	6436	4362
596	6445	4351
597	6455	4339
598	6464	4327
599	6474	4316
600	6483	4304
601	6493	4292
602	6501	4280
603	6509	4268
604	6519	4256
605	6528	4244
606	6537	4232
607	6546	4220
608	6554	4208
609	6563	4196
610	6572	4184
611	6581	4172
612	6590	4160
613	6599	4148
614	6609	4137
615	6618	4125
616	6627	4114
617	6636	4102
618	6645	4090
619	6653	4077
620	6661	4065
621	6671	4054
622	6679	4042
623	6688	4030
624	6700	4020
625	6709	4008
626	6719	3997
627	6727	3985
628	6736	3973
629	6746	3962
630	6754	3950
631	6763	3938
632	6775	3928
633	6784	3916
634	6793	3904
635	6802	3893
636	6811	3881
637	6821	3870
638	6830	3858
639	6838	3846
640	6847	3835
641	6857	3823
642	6865	3811
643	6875	3800
644	6884	3789
645	6894	3777
646	6904	3767
647	6915	3756
648	6925	3745
649	6934	3733
650	6945	3723
651	6953	3711
652	6962	3700
653	6972	3688
654	6981	3677
655	6990	3665
656	7000	3654
657	7011	3644
658	7020	3633
659	7030	3621
660	7039	3610
661	7048	3598
662	7057	3587
663	7068	3576
664	7077	3565
665	7088	3554
666	7097	3543
667	7106	3532
668	7116	3520
669	7125	3509
670	7135	3498
671	7143	3486
672	7152	3475
673	7161	3463
674	7171	3452
675	7181	3441
676	7190	3430
677	7200	3419
678	7210	3408
679	7219	3397
680	7228	3385
681	7238	3374
682	7247	3363
683	7257	3352
684	7266	3341
685	7275	3330
686	7284	3318
687	7293	3307
688	7303	3296
689	7313	3285
690	7322	3274
691	7331	3263
692	7341	3252
693	7349	3240
694	7358	3229
695	7368	3218
696	7377	3207
697	7386	3195
698	7396	3185
699	7408	3175
700	7419	3164
701	7430	3154
702	7439	3143
703	7450	3132
704	7461	3122
705	7471	3111
706	7482	3100
707	7492	3090
708	7502	3079
709	7513	3068
710	7523	3057
711	7532	3047
712	7543	3036
713	7552	3025
714	7562	3014
715	7572	3003
716	7581	2992
717	7591	2981
718	7600	2970
719	7609	2959
720	7620	2948
721	7629	2937
722	7639	2926
723	7648	2915
724	7658	2904
725	7668	2894
726	7677	2883
727	7688	2872
728	7697	2861
729	7707	2850
730	7716	2839
731	7725	2828
732	7736	2818
733	7745	2807
734	7756	2796
735	7765	2785
736	7774	2774
737	7784	2763
738	7793	2752
739	7802	2741
740	7813	2730
741	7822	2720
742	7832	2709
743	7841	2698
744	7850	2687
745	7860	2676
746	7870	2665
747	7879	2654
748	7889	2643
749	7899	2633
750	7908	2622
751	7917	2611
752	7927	2600
753	7936	2589
754	7945	2578
755	7954	2567
756	7964	2556
757	7974	2545
758	7983	2534
759	7992	2523
760	8002	2513
761	8012	2502
762	8022	2491
763	8031	2480
764	8040	2469
765	8051	2459
766	8060	2448
767	8071	2438
768	8080	2427
769	8090	2416
770	8099	2405
771	8108	2394
772	8119	2384
773	8129	2373
774	8140	2363
775	8149	2352
776	8158	2341
777	8168	2330
778	8179	2320
779	8188	2309
780	8198	2298
781	8208	2288
782	8217	2277
783	8227	2266
784	8238	2256
785	8247	2245
786	8256	2234
787	8265	2223
788	8275	2213
789	8285	2202
790	8295	2191
791	8305	2181
792	8315	2170
793	8324	2159
794	8334	2149
795	8344	2138
796	8354	2127
797	8366	2117
798	8376	2107
799	8386	2096
800	8394	2085
801	8403	2074
802	8413	2063
803	8423	2053
804	8432	2042
805	8442	2032
806	8452	2021
807	8461	2010
808	8470	1999
809	8480	1989
810	8489	1978
811	8498	1967
812	8509	1957
813	8523	1947
814	8533	1936
815	8542	1926
816	8553	1915
817	8566	1905
818	8580	1896
819	8593	1886
820	8606	1876
821	8620	1866
822	8633	1856
823	8647	1847
824	8659	1836
825	8669	1826
826	8681	1816
827	8693	1805
828	8703	1795
829	8717	1785
830	8728	1775
831	8739	1764
832	8750	1754
833	8759	1743
834	8768	1732
835	8778	1722
836	8787	1711
837	8797	1700
838	8809	1690
839	8819	1679
840	8831	1669
841	8841	1659
842	8851	1648
843	8860	1637
844	8870	1627
845	8880	1616
846	8888	1605
847	8898	1594
848	8907	1584
849	8918	1573
850	8926	1562
851	8935	1552
852	8945	1541
853	8962	1532
854	8983	1523
855	8999	1513
856	9009	1503
857	9018	1492
858	9027	1481
859	9037	1471
860	9046	1460
861	9056	1449
862	9065	1439
863	9075	1428
864	9084	1417
865	9093	1407
866	9104	1396
867	9113	1385
868	9123	1375
869	9132	1364
870	9142	1354
871	9151	1343
872	9161	1332
873	9171	1322
874	9181	1311
875	9190	1300
876	9200	1290
877	9209	1279
878	9219	1269
879	9231	1258
880	9241	1248
881	9250	1237
882	9261	1227
883	9270	1216
884	9280	1205
885	9291	1195
886	9301	1185
887	9311	1174
888	9321	1163
889	9330	1153
890	9341	1142
891	9350	1132
892	9359	1121
893	9369	1110
894	9378	1100
895	9389	1089
896	9398	1079
897	9407	1068
898	9417	1057
899	9427	1047
900	9437	1036
901	9447	1026
902	9457	1015
903	9466	1005
904	9475	994
905	9485	984
906	9495	973
907	9505	963
908	9514	952
909	9522	941
910	9533	931
911	9543	920
912	9553	910
913	9564	899
914	9574	889
915	9584	878
916	9595	868
917	9605	857
918	9614	847
919	9624	836
920	9636	826
921	9646	816
922	9657	805
923	9666	795
924	9678	784
925	9687	774
926	9697	763
927	9707	753
928	9717	742
929	9742	733
930	9753	722
931	9762	712
932	9772	701
933	9781	691
934	9791	680
935	9800	670
936	9809	659
937	9818	649
938	9827	638
939	9836	627
940	9847	617
941	9856	606
942	9867	596
943	9876	585
944	9886	575
945	9895	564
946	9904	554
947	9917	543
948	9927	533
949	9935	522
950	9945	512
951	9956	501
952	9966	491
953	9978	481
954	9990	470
955	10001	460
956	10013	449
957	10022	439
958	10031	428
959	10041	418
960	10052	407
961	10062	397
962	10071	386
963	10081	376
964	10092	366
965	10101	355
966	10110	345
967	10121	334
968	10131	324
969	10141	313
970	10151	303
971	10163	292
972	10173	282
973	10184	271
974	10193	261
975	10202	250
976	10211	240
977	10222	229
978	10233	219
979	10243	209
980	10252	198
981	10265	188
982	10278	177
983	10288	167
984	10298	156
985	10309	146
986	10319	135
987	10332	125
988	10343	115
989	10353	104
990	10363	94
991	10374	83
992	10384	73
993	10395	62
994	10404	52
995	10416	41
996	10428	31
997	10437	20
998	10448	10
999	10460	0
