iter	Logloss
168	0.1616520547
169	0.1615509466
170	0.1614886076
171	0.1614071952
172	0.1613067856
173	0.1612375073
174	0.1611561
175	0.1611083332
176	0.1610607893
177	0.1609984597
178	0.1609570151
179	0.1608701875
180	0.1607876892
181	0.160757064
182	0.1606255654
183	0.1605140915
184	0.1604609943
185	0.1604099104
186	0.1602526584
187	0.1601704771
188	0.1600573959
189	0.1599173982
190	0.1598402939
191	0.1597021985
192	0.159560808
193	0.159458903
194	0.1594117135
195	0.1592794003
196	0.159222385
197	0.1591607971
198	0.1591258672
199	0.1589962302
200	0.158955992
201	0.1588510505
202	0.1588052029
203	0.1587320319
204	0.1586941003
205	0.1586472338
206	0.1584901564
207	0.1584028871
208	0.1583268314
209	0.1582495906
210	0.1581843033
211	0.1580613124
212	0.1580038808
213	0.1579507217
214	0.1577813153
215	0.1577089454
216	0.1575914688
217	0.1575447913
218	0.1574673886
219	0.1573909166
220	0.1573405914
221	0.1572729034
222	0.1571799164
223	0.1570484144
224	0.1568858965
225	0.1568200251
226	0.1567573988
227	0.1566625612
228	0.1565357649
229	0.1564416767
230	0.1563441798
231	0.1562581719
232	0.1561588186
233	0.1561056349
234	0.1560309296
235	0.1559851574
236	0.1558589842
237	0.1557789849
238	0.1557139291
239	0.1556293598
240	0.1555726174
241	0.1554976832
242	0.1553688151
243	0.1552174106
244	0.1551420102
245	0.1550642412
246	0.1549680854
247	0.1548792487
248	0.1547948032
249	0.1547224587
250	0.1546416287
251	0.1545337728
252	0.154461603
253	0.1543731689
254	0.1542415144
255	0.154183069
256	0.1541093267
257	0.1540284373
258	0.1539513185
259	0.1538719703
260	0.1538079588
261	0.1537193451
262	0.1536215201
263	0.1534831958
264	0.1534137997
265	0.1533036906
266	0.1532499576
267	0.1531655418
268	0.1530966907
269	0.1530184801
270	0.1528391495
271	0.1527738656
272	0.1527001817
273	0.1526224247
274	0.152577624
275	0.1525030611
276	0.1524046377
277	0.1523297085
278	0.1522694812
279	0.1522085453
280	0.1521421526
281	0.1520642861
282	0.1519991548
283	0.1518497077
284	0.1518040161
285	0.1517014872
286	0.1516448212
287	0.1515657679
288	0.1514916958
289	0.1514265027
290	0.1513408915
291	0.1512908995
292	0.1512224859
293	0.1510715222
294	0.1509482151
295	0.150831799
296	0.1507507316
297	0.1506072244
298	0.1505215895
299	0.1504521196
300	0.1503970549
301	0.1503254361
302	0.1502374954
303	0.1501896422
304	0.1501410794
305	0.1500916044
306	0.150040379
307	0.1499989463
308	0.1498772337
309	0.1497653351
310	0.1496378106
311	0.1495687383
312	0.1494920858
313	0.1494351052
314	0.1493900579
315	0.1493209542
316	0.149261762
317	0.149198165
318	0.1491202435
319	0.1490283356
320	0.1489780062
321	0.1489480031
322	0.1488756061
323	0.1488132918
324	0.1486411658
325	0.1485934168
326	0.1485105709
327	0.1484397015
328	0.1483743634
329	0.1483151296
330	0.1482505027
331	0.148140898
332	0.1480553767
333	0.1479897249
334	0.1479206594
335	0.1478034422
336	0.1477032149
337	0.1476255044
338	0.1475782844
339	0.1475110703
340	0.1474574382
341	0.1474045681
342	0.1473394767
343	0.147284217
344	0.1472313427
345	0.1471238937
346	0.1470422609
347	0.1469450345
348	0.1468961097
349	0.146859102
350	0.1467532323
351	0.1466940943
352	0.1465867513
353	0.146492903
354	0.146430069
355	0.1463647385
356	0.1462877316
357	0.1462109765
358	0.1461216066
359	0.1460752309
360	0.1460265113
361	0.1458990885
362	0.1458484734
363	0.1457889269
364	0.1457061691
365	0.145603664
366	0.1454732437
367	0.1454275682
368	0.1453736759
369	0.1453176083
370	0.1452263192
371	0.1451353904
372	0.1450851262
373	0.1449665663
374	0.1448893873
375	0.1448446282
376	0.1447537698
377	0.1446549691
378	0.1445338635
379	0.1444482329
380	0.1443790292
381	0.14430955
382	0.1442489514
383	0.144186654
384	0.1441339145
385	0.1440985862
386	0.1440318909
387	0.1439843207
388	0.14393121
389	0.1438928011
390	0.1438384823
391	0.1437844272
392	0.143729215
393	0.1436758508
394	0.1436159032
395	0.1435757548
396	0.1435172704
397	0.143454205
398	0.1433841383
399	0.1433157323
400	0.1432370461
401	0.1431737434
402	0.1431250509
403	0.1430693292
404	0.1430083678
405	0.1429726054
406	0.1429256304
407	0.1428412281
408	0.1427761553
409	0.1427280587
410	0.1426608005
411	0.1425838411
412	0.142538787
413	0.1424783715
414	0.1424260067
415	0.1423819343
416	0.1423395784
417	0.1422943344
418	0.1422051129
419	0.1421908129
420	0.1420841115
421	0.142032491
422	0.1419966456
423	0.141959632
424	0.1417437456
425	0.1416700668
426	0.1416306152
427	0.1415848321
428	0.1415237571
429	0.1414885135
430	0.141366389
431	0.1413034388
432	0.1412427622
433	0.1412113859
434	0.1411444355
435	0.1410844964
436	0.1410202789
437	0.1409239951
438	0.1408454497
439	0.140831949
440	0.1407937181
441	0.1407384381
442	0.1406908103
443	0.1406342655
444	0.1405947444
445	0.1405435816
446	0.1404451328
447	0.1403965157
448	0.1403559384
449	0.1403147066
450	0.1402551465
451	0.1401978472
452	0.1401578005
453	0.1401104423
454	0.1400498852
455	0.139960818
456	0.1399491823
457	0.1399045715
458	0.139862214
459	0.1397948396
460	0.1397494888
461	0.1396904517
462	0.1396349148
463	0.1395761286
464	0.1395222397
465	0.1393955248
466	0.1393348643
467	0.1392687166
468	0.1392251528
469	0.1391693217
470	0.1391211531
471	0.139067092
472	0.1390168855
473	0.1389646174
474	0.1389205492
475	0.1388293321
476	0.1387859709
477	0.138651324
478	0.1386052272
479	0.1385462943
480	0.1385100343
481	0.1384581095
482	0.1383942388
483	0.1383363402
484	0.1382920532
485	0.1382224333
486	0.138149342
487	0.13810893
488	0.138050371
489	0.1380130242
490	0.137972869
491	0.137931889
492	0.1379037586
493	0.1378550924
494	0.1377994834
495	0.1377584457
496	0.1376543138
497	0.1375858375
498	0.1375528208
499	0.1375048514
500	0.1374237256
501	0.1373778144
502	0.1373434177
503	0.1372550837
504	0.1371919056
505	0.1371553667
506	0.1370934499
507	0.1370515628
508	0.1370214598
509	0.1369642292
510	0.1369193336
511	0.1368593936
512	0.1368166394
513	0.1367744624
514	0.1367214856
515	0.1366594238
516	0.1366219991
517	0.1365589422
518	0.1365259747
519	0.1364907574
520	0.1364509303
521	0.1363650911
522	0.1363023427
523	0.136219585
524	0.1361667218
525	0.1361253976
526	0.1360938
527	0.1360351995
528	0.1359779655
529	0.1359358054
530	0.135900611
531	0.1358786655
532	0.1358564885
533	0.135796157
534	0.1357585754
535	0.135729332
536	0.1356772139
537	0.1356221695
538	0.1356004579
539	0.1355517341
540	0.135514562
541	0.1354578315
542	0.1354121484
543	0.1353350338
544	0.1352891922
545	0.135217275
546	0.1351579632
547	0.1350624246
548	0.1350194177
549	0.1349522044
550	0.1349017224
551	0.1348220172
552	0.1347827784
553	0.1347305442
554	0.1346819975
555	0.1346000061
556	0.1345496801
557	0.1345052931
558	0.1344676344
559	0.1344374381
560	0.1344036569
561	0.1343685142
562	0.1342976176
563	0.1342211253
564	0.1341647212
565	0.1341229723
566	0.134101721
567	0.134048272
568	0.1339792345
569	0.1339047877
570	0.1338652106
571	0.1338428616
572	0.1338012458
573	0.1337694388
574	0.1337408888
575	0.1337024528
576	0.133651836
577	0.1335737754
578	0.1335261247
579	0.1334896757
580	0.1334405424
581	0.133379559
582	0.1333386841
583	0.1333202871
584	0.1333091083
585	0.1332556576
586	0.1332115156
587	0.1331776182
588	0.1331286952
589	0.1330616523
590	0.1330305176
591	0.132971322
592	0.1329177687
593	0.1328598302
594	0.1328001624
595	0.1327452613
596	0.1327088852
597	0.132666826
598	0.1326008326
599	0.1325396805
600	0.1324716339
601	0.1324153476
602	0.1323850225
603	0.1323481759
604	0.1322948447
605	0.1322515301
606	0.1322051519
607	0.1321712002
608	0.1321386007
609	0.1320908839
610	0.1320611208
611	0.1319982529
612	0.1319503106
613	0.1319179832
614	0.1318481734
615	0.131819046
616	0.1317795334
617	0.1317171029
618	0.1316719081
619	0.1316257384
620	0.1315840395
621	0.1315392168
622	0.1315061874
623	0.131465193
624	0.1314208967
625	0.1313863407
626	0.1313115446
627	0.131265107
628	0.1312320141
629	0.1311661826
630	0.1311239421
631	0.1310672412
632	0.1310188056
633	0.1309703013
634	0.1309442113
635	0.1308722814
636	0.1308288651
637	0.1307838067
638	0.1307281723
639	0.1306947844
640	0.130655599
641	0.1306050127
642	0.1305526386
643	0.1304920815
644	0.1304486465
645	0.1304094738
646	0.1303771778
647	0.1303307961
648	0.1302757941
649	0.1302669288
650	0.1302007429
651	0.1301735959
652	0.1301331829
653	0.1301024424
654	0.1300581733
655	0.1299861577
656	0.1299582392
657	0.1299095773
658	0.1298729994
659	0.1298393021
660	0.12978017
661	0.1297111443
662	0.1296537535
663	0.1296224823
664	0.1295926217
665	0.1295377358
666	0.1295015394
667	0.1294756775
668	0.1294106267
669	0.1293628557
670	0.1293262439
671	0.1292975032
672	0.1292888684
673	0.1292464583
674	0.1291898321
675	0.1291517478
676	0.1291289792
677	0.1290777189
678	0.1290297343
679	0.1289819132
680	0.1289537955
681	0.128905248
682	0.12885402
683	0.1288270476
684	0.1287874697
685	0.1287717158
686	0.128742925
687	0.1286962119
688	0.1286349911
689	0.1285958455
690	0.1285485289
691	0.1285043242
692	0.1284358987
693	0.1284135937
694	0.1283675037
695	0.1283381653
696	0.1282987951
697	0.1282957264
698	0.1282461158
699	0.1281975369
700	0.1281685808
701	0.1281194645
702	0.1280818464
703	0.1280252982
704	0.1279601712
705	0.1279190852
706	0.1278594343
707	0.1277947286
708	0.1277228546
709	0.1276646567
710	0.1276376478
711	0.1276057341
712	0.1275570526
713	0.127530604
714	0.1274662298
715	0.1274333937
716	0.1273903139
717	0.1273623996
718	0.1273026445
719	0.1272602861
720	0.1272216339
721	0.1271706865
722	0.1271371307
723	0.1270769213
724	0.1270270835
725	0.1269789073
726	0.1269178475
727	0.1268855574
728	0.1267818612
729	0.1267397207
730	0.1266953006
731	0.1266646466
732	0.1266189643
733	0.1265771154
734	0.1265136727
735	0.1264700546
736	0.1264380502
737	0.1263449131
738	0.1262826877
739	0.1262229902
740	0.1261799215
741	0.1261457808
742	0.1261102642
743	0.1260686145
744	0.1259848658
745	0.1259561725
746	0.1259052268
747	0.1258526476
748	0.1258196623
749	0.1257751812
750	0.1257371741
751	0.1256992018
752	0.1256551692
753	0.1256103388
754	0.1255722377
755	0.1255163456
756	0.1254684024
757	0.1254064568
758	0.1253707725
759	0.1253361706
760	0.1253159629
761	0.1252883606
762	0.1252330983
763	0.1251972987
764	0.1251435496
765	0.1251028044
766	0.12504157
767	0.1249604212
768	0.1249239544
769	0.1248950975
770	0.1248759842
771	0.1248451157
772	0.1247939724
773	0.124762669
774	0.1247330916
775	0.1247071669
776	0.1246813872
777	0.1246469464
778	0.1245962609
779	0.1245682534
780	0.1245079049
781	0.1244815148
782	0.1244587911
783	0.1243764843
784	0.1243358434
785	0.1243045917
786	0.1242564748
787	0.1242023282
788	0.1241651332
789	0.1241107229
790	0.1240786251
791	0.1240151376
792	0.1239826779
793	0.1239282523
794	0.123905148
795	0.1238486532
796	0.1238004489
797	0.1237551617
798	0.1237113317
799	0.1236830004
800	0.1236605615
801	0.1235949758
802	0.1235508304
803	0.1235345179
804	0.123497061
805	0.1234351459
806	0.1233889694
807	0.123352879
808	0.1232965393
809	0.1232654614
810	0.1232228572
811	0.1231862683
812	0.1231574343
813	0.1231329278
814	0.1230976698
815	0.123064966
816	0.1230349426
817	0.1229928657
818	0.122955658
819	0.122897015
820	0.1228476334
821	0.1228123796
822	0.1227648273
823	0.1227364273
824	0.122687216
825	0.1226353472
826	0.1225701972
827	0.1225141763
828	0.1224368117
829	0.1224128893
830	0.1223699849
831	0.1223218884
832	0.1222764367
833	0.1222509215
834	0.1222183558
835	0.1221792908
836	0.1221362542
837	0.122117318
838	0.1220745595
839	0.1220386844
840	0.1220158742
841	0.1219818666
842	0.121935602
843	0.1219022141
844	0.1218661626
845	0.1218333113
846	0.1218194054
847	0.1217783729
848	0.1217230284
849	0.1216764747
850	0.1216300507
851	0.1215938941
852	0.1215650092
853	0.1215233756
854	0.1214619319
855	0.1214119347
856	0.1213719855
857	0.1213448529
858	0.1212860989
859	0.1212548167
860	0.1212204878
861	0.1211776021
862	0.1210896725
863	0.1210393312
864	0.1209929479
865	0.1209661204
866	0.1209341795
867	0.1209089737
868	0.1208690364
869	0.1208415544
870	0.1206913291
871	0.1206538298
872	0.1206265004
873	0.1205857595
874	0.1205320401
875	0.1204982732
876	0.1204449336
877	0.1204138014
878	0.1203633847
879	0.1202943225
880	0.1202678697
881	0.1202394087
882	0.1201998689
883	0.1201650043
884	0.120092837
885	0.1200374154
886	0.120003323
887	0.1199618835
888	0.1199054752
889	0.119877366
890	0.1198283937
891	0.1197896669
892	0.1197544471
893	0.1197073034
894	0.1196728236
895	0.1196341553
896	0.1196000222
897	0.1195772171
898	0.1195388243
899	0.1195109634
900	0.1194627626
901	0.1194309362
902	0.1193964445
903	0.1193457014
904	0.1193064779
905	0.1192864939
906	0.1192502246
907	0.1192129779
908	0.1191634488
909	0.1191316299
910	0.1190777367
911	0.1190251999
912	0.1189834383
913	0.1189290839
914	0.1188863678
915	0.1188572413
916	0.1188219935
917	0.118787963
918	0.1187458683
919	0.1187292107
920	0.1186835844
921	0.1186594899
922	0.1186357524
923	0.1186149775
924	0.1185970315
925	0.1185452262
926	0.1185185852
927	0.1184847454
928	0.1184670792
929	0.1184538201
930	0.1183961487
931	0.1183433228
932	0.1183011237
933	0.1182536104
934	0.1182112079
935	0.1181757372
936	0.1181460037
937	0.1181117138
938	0.1180800705
939	0.1180609979
940	0.1180275743
941	0.117995068
942	0.1179509744
943	0.1179109862
944	0.1178579492
945	0.1178207423
946	0.1177961002
947	0.1177633091
948	0.1177347361
949	0.1177181337
950	0.1176583667
951	0.1176054272
952	0.1175793745
953	0.117550326
954	0.11749435
955	0.1174560267
956	0.1174009959
957	0.117359186
958	0.1173306741
959	0.1173032811
960	0.117267011
961	0.1171801444
962	0.1171610472
963	0.1171281145
964	0.1170979504
965	0.1170586505
966	0.116987737
967	0.1169521179
968	0.1169042765
969	0.1168762911
970	0.116842464
971	0.1168288032
972	0.1167927924
973	0.1167693227
974	0.1167576184
975	0.1167139392
976	0.1166917199
977	0.1166603368
978	0.1166271803
979	0.1165955548
980	0.1165625958
981	0.1165445675
982	0.1164767134
983	0.1164521654
984	0.116422688
985	0.1163768099
986	0.1163355628
987	0.1162932926
988	0.11624656
989	0.1162061259
990	0.1161651705
991	0.1161407895
992	0.1161174206
993	0.1160494173
994	0.1160342272
995	0.1160145137
996	0.115986735
997	0.1159577026
998	0.1159184163
999	0.1158720313
